customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0173-QBUF,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.12,3436.26,No
0174-KCTS,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,64.14,44.47,No
0175-DNUF,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),87.45,3731.98,No
0176-JPCV,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),67.76,109.28,No
0177-BVTW,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),108.6,1952.12,No
0178-IAZL,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.12,809.47,No
0179-WOZJ,Male,0,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.7,1425.4,No
0180-MZCS,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,118.75,1536.43,No
0181-JRBY,Male,0,No,Yes,55,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),60.43,3298.2,No
0182-QTKG,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.91,912.13,Yes
0183-GBPN,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.1,621.31,No
0184-WDXR,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.52,349.64,No
0185-NMSP,Male,0,No,Yes,36,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.29,2089.2,No
0186-ZAMR,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.5,195.74,Yes
0187-DLFH,Female,1,No,Yes,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,58.35,883.86,No
0188-XKJJ,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,18.25,137.8,Yes
0189-UAXN,Male,0,No,Yes,8,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,31.93,244.51,Yes
0190-EEGF,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),118.75,305.54,No
0191-HCFW,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),18.25,18.85,Yes
0192-FAHW,Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,43.13,854.91,No
0193-FMRY,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.19,1746.52,No
0194-SMDM,Male,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.92,789.22,No
0195-SVAD,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.6,2674.54,No
0196-RSVP,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.81,1179.15,Yes
0197-RDQU,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,58.42,764.78,Yes
0198-RAAM,Female,1,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.36,1632.05,No
0199-RJFA,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,58.42,1441.81,No
0200-LVLQ,Male,1,Yes,Yes,72,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.82,7237.47,Yes
0201-TCGG,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,268.74,Yes
0202-PAWU,Female,1,No,No,56,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,51.25,2873.65,No
0203-NZEQ,Male,1,Yes,No,42,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.57,2764.57,No
0204-KLFN,Male,0,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),45.33,3245.24,No
0205-LHIO,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49.27,3533.08,No
0206-WWGQ,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,77.2, ,No
0207-RHOX,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.99,201.99,No
0208-QRSZ,Female,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,93.44,3167.12,No
0209-OIED,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,81.62,1165.04,Yes
0210-COMY,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),96.07,5125.06,No
0211-GOZX,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.59, ,Yes
0212-ILAE,Male,1,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,118.75,6172.66,No
0213-GZNM,Male,0,No,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),18.25,51.81,No
0214-KWGI,Male,0,Yes,No,10,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.11,826.95,No
0215-DYPE,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,34.54,2537.95,No
0216-XKYT,Male,1,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,18.25,18.85,Yes
0217-PPIL,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,115.11,1391.29,Yes
0218-ESPO,Male,0,No,No,2,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,53.85,192.65,No
0219-MLSH,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.74,1629.36,No
0220-ASKR,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),52.89,2070.67,No
0221-PJDN,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,44.56,2272.52,No
0222-FQXK,Male,1,No,No,23,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,60.16,1358.15,Yes
0223-MKUG,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.16,771.3,Yes
0224-LRCD,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.22, ,No
0225-IOSP,Female,1,No,No,10,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),66.9,633.26,Yes
0226-NZMA,Female,0,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.61,1395.32,No
0227-GAYD,Male,0,Yes,No,34,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,113.7,3753.21,No
0228-ISDM,Female,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,108.37,869.68,Yes
0229-BJEA,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),65.18,278.94,No
0230-TYLL,Male,0,No,No,7,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.82,543.19,Yes
0231-HAKI,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,33.55,386.72,No
0232-WWUV,Female,0,No,Yes,5,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,84.78,397.83,No
0233-OCUV,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,118.75,597.21,No
0234-WYSM,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.66,46.24,Yes
0235-RSAC,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.67,2889.03,Yes
0236-ZEEC,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),72.37,472.27,Yes
0237-ZTGB,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,70.54,3947.16,Yes
0238-UXUN,Female,1,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.43,1187.03,No
0239-XUDZ,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,44.42,1372.4,No
0240-EOKD,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,22.94,28.25,Yes
0241-AAYD,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.3,1159.25,No
0242-TOBB,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.91,932.56,Yes
0243-YEJX,Female,0,Yes,No,3,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,118.75,353.56,No
0244-JDDP,Male,1,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),81.11,5787.25,No
0245-ZDTJ,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,54.88,1547.61,No
0246-THSI,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),89.81,704.46,No
0247-YUHC,Male,0,Yes,No,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,24.3,391.44,No
0248-PFXH,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),64.05,872.07,Yes
0249-IDQW,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),47.12,1860.35,No
0250-XPXL,Male,0,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.51,1792.63,Yes
0251-LUBI,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,48.06, ,No
0252-XXNT,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,31.69,254.95,Yes
0253-VYMD,Female,0,Yes,No,20,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,116.01,2365.61,No
0254-JAJN,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,46.33,807.75,Yes
0255-EKIL,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.2,1023.52,No
0256-QENB,Male,1,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.27,2484.64,No
0257-YNGU,Male,0,Yes,Yes,36,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,71.21,2591.56,No
0258-GXXF,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,113.43,1616.45,No
0259-UBVU,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.11,4752.15,No
0260-MOWL,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.61,269.99,No
0261-CJWF,Male,1,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,18.25,537.9,No
0262-SFQX,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,74.14,5343.61,No
0263-HQHD,Male,0,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.21,1009.18,No
0264-YSSQ,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.76,851.41,No
0265-TFNM,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),29.35,18.85,Yes
0266-XLSN,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.92,2890.53,No
0267-ILRQ,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),76.49,967.65,No
0268-OMFJ,Female,0,Yes,Yes,38,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.96,2946.12,No
0269-LIVH,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),70.96,537.13,Yes
0270-CJRS,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.31,133.63,No
0271-BUME,Female,1,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.25,356.76,No
0272-LFDX,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.47,586.55,Yes
0273-YAKH,Female,0,No,No,66,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),68.22,4488.72,No
0274-TIVW,Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.25,1166.63,No
0275-MOZN,Male,1,No,No,24,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,57.28,1417.76,No
0276-LSBC,Female,0,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.84, ,No
0277-LQJO,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.61,567.12,Yes
0278-WRNF,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),118.75,3771.32,No
0279-MHFA,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.65,151.73,Yes
0280-XBHQ,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.35,2489.98,No
0281-MMXI,Female,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),84.8, ,No
0282-YFHT,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,58.93,2164.46,Yes
0283-MZOO,Female,0,No,Yes,59,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.91,4601.41,No
0284-TZEI,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,104.22,2051.47,Yes
0285-MBOF,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,56.23,3164.05,No
0286-SJAD,Male,0,No,No,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),110.71,5404.15,No
0287-ONOM,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,70.8,2431.47,No
0288-EWZP,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,88.91,1637.9,Yes
0289-INEO,Male,0,Yes,No,10,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),95.85,979.85,No
0290-AVFJ,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),104.71,6560.56,No
0291-XLTU,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.1,3282.42,Yes
0292-XCZI,Male,1,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,106.76,5423.93,No
0293-CWQK,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),70.14,1710.12,No
0294-VOBR,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,43.92,214.8,No
0295-IWJS,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,68.04,4862.84,No
0296-KJJI,Female,1,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.73,137.85,No
0297-DFTJ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.11,4065.59,No
0298-YQUB,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,47.24,283.02,Yes
0299-OPPW,Male,1,No,No,14,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,20.19,360.67,Yes
0300-LMOS,Female,0,Yes,No,18,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,92.62,1686.29,No
0301-ZBJD,Male,0,No,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.04,7477.24,No
0302-YXYO,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,43.13,2977.56,Yes
0303-TTTP,Male,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,84.19,4647.56,Yes
0304-SYWY,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,1747.76,Yes
0305-HPMC,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),100.75, ,No
0306-ARKS,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),34.21,1138.26,Yes
0307-UVXR,Female,1,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.9,1473.18,Yes
0308-HUWN,Female,0,No,Yes,45,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.87,2688.02,No
0309-ALUZ,Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,91.16,4653.22,No
0310-DPXK,Female,0,No,No,18,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,118.75,2103.86,No
0311-WOWI,Female,0,No,No,44,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),62.97,2806.27,No
0312-WSFM,Male,0,Yes,No,58,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),107.35,6291.38,Yes
0313-BTTR,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),42.41,3107.63,No
0314-XDAC,Male,0,Yes,Yes,27,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.55,1422.29,No
0315-VGXX,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,872.4,No
0316-CCRE,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),113.77,2410.69,Yes
0317-PTLY,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),18.25,18.85,No
0318-XLPX,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,31.05,184.83,Yes
0319-ZPAR,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,71.81,232.42,No
0320-NPNT,Female,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),118.75,672.61,Yes
0321-SFMO,Female,1,No,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,18.25, ,No
