customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,num_services,Churn,churn_flag,churn_probability,risk_segment
0149-QDFS,Male,0,Yes,No,32,25-48 mo,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,104.75,3341.18,4,No,0,,N/A
0150-MNHV,Female,0,No,No,60,49-72 mo,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.18,4494.71,4,No,0,,N/A
0151-SJCN,Male,0,Yes,No,3,0-12 mo,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.02,192.03,5,Yes,1,,N/A
0152-WOHR,Male,0,Yes,Yes,42,25-48 mo,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,49.29,2061.08,3,No,0,,N/A
0153-VSRM,Male,1,No,No,43,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.17,1602.09,1,Yes,1,,N/A
0154-JKOT,Male,0,No,No,27,25-48 mo,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,102.78,2710.23,4,No,0,,N/A
0155-PTZX,Male,1,Yes,No,21,13-24 mo,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.05,1376.02,6,Yes,1,,N/A
0156-FEWH,Female,0,No,No,12,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,49.7,578.55,2,No,0,,N/A
0157-QGFM,Male,0,Yes,No,13,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,55.89,721.91,1,No,0,,N/A
0158-CGHF,Female,0,Yes,No,35,25-48 mo,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),38.41,1428.43,6,Yes,1,,N/A
0159-NWPM,Male,0,No,No,2,0-12 mo,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.37,147.89,8,Yes,1,,N/A
0160-VZMA,Female,0,Yes,No,28,25-48 mo,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),68.21,1889.8,5,No,0,,N/A
0161-AYVH,Male,0,No,Yes,10,0-12 mo,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.35,875.09,5,Yes,1,,N/A
0162-DUKV,Male,0,Yes,No,20,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.42,436.29,1,No,0,,N/A
0163-RABR,Female,0,No,Yes,26,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.01,1800.41,2,No,0,,N/A
0164-CSGC,Female,1,No,Yes,69,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,81.87,5640.58,1,No,0,,N/A
0165-NMDT,Female,0,No,No,27,25-48 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.17,1695.09,4,Yes,1,,N/A
0166-ESLR,Male,1,No,No,8,0-12 mo,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.43,854.08,7,No,0,,N/A
0167-HDDX,Female,0,Yes,Yes,2,0-12 mo,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.49,107.84,5,Yes,1,,N/A
0168-IXHR,Male,0,No,No,31,25-48 mo,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,97.6,3008.15,5,No,0,,N/A
0169-GGXA,Male,0,Yes,No,25,25-48 mo,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),32.86,841.01,3,No,0,,N/A
0170-YOWB,Female,0,No,Yes,35,25-48 mo,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.25,619.07,5,No,0,,N/A
0171-OULU,Female,0,No,No,19,13-24 mo,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),73.53,1424.4,5,No,0,,N/A
0172-PDJX,Male,0,No,No,55,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,930.18,2,No,0,,N/A
0173-QBUF,Male,0,No,No,72,49-72 mo,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.12,3436.26,4,No,0,,N/A
0174-KCTS,Female,0,Yes,No,1,0-12 mo,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,64.14,44.47,3,No,0,,N/A
0175-DNUF,Female,0,No,No,43,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),87.45,3731.98,1,No,0,,N/A
0176-JPCV,Female,0,Yes,No,1,0-12 mo,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),67.76,109.28,4,No,0,,N/A
0177-BVTW,Male,0,No,No,18,13-24 mo,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),108.6,1952.12,5,No,0,,N/A
0178-IAZL,Male,0,Yes,No,19,13-24 mo,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.12,809.47,5,No,0,,N/A
0179-WOZJ,Male,0,No,No,38,25-48 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.7,1425.4,0,No,0,,N/A
0180-MZCS,Male,0,Yes,No,13,13-24 mo,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,118.75,1536.43,4,No,0,,N/A
0181-JRBY,Male,0,No,Yes,55,49-72 mo,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),60.43,3298.2,4,No,0,,N/A
0182-QTKG,Male,0,Yes,Yes,13,13-24 mo,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.91,912.13,2,Yes,1,,N/A
0183-GBPN,Female,0,No,No,13,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.1,621.31,2,No,0,,N/A
0184-WDXR,Male,0,Yes,No,8,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.52,349.64,1,No,0,,N/A
0185-NMSP,Male,0,No,Yes,36,25-48 mo,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.29,2089.2,3,No,0,,N/A
0186-ZAMR,Male,0,Yes,No,2,0-12 mo,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.5,195.74,5,Yes,1,,N/A
0187-DLFH,Female,1,No,Yes,14,13-24 mo,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,58.35,883.86,4,No,0,,N/A
0188-XKJJ,Male,0,Yes,Yes,9,0-12 mo,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,18.25,137.8,4,Yes,1,,N/A
0189-UAXN,Male,0,No,Yes,8,0-12 mo,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,31.93,244.51,6,Yes,1,,N/A
0190-EEGF,Female,0,Yes,No,2,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),118.75,305.54,1,No,0,,N/A
0191-HCFW,Male,0,No,No,6,0-12 mo,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),18.25,18.85,3,Yes,1,,N/A
0192-FAHW,Male,0,Yes,Yes,18,13-24 mo,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,43.13,854.91,5,No,0,,N/A
0193-FMRY,Male,0,Yes,No,22,13-24 mo,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.19,1746.52,4,No,0,,N/A
0194-SMDM,Male,0,No,Yes,10,0-12 mo,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.92,789.22,3,No,0,,N/A
0195-SVAD,Male,0,Yes,No,33,25-48 mo,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.6,2674.54,7,No,0,,N/A
0196-RSVP,Female,0,Yes,Yes,13,13-24 mo,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.81,1179.15,4,Yes,1,,N/A
0197-RDQU,Female,0,No,No,14,13-24 mo,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,58.42,764.78,6,Yes,1,,N/A
0198-RAAM,Female,1,No,No,48,25-48 mo,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.36,1632.05,5,No,0,,N/A
0199-RJFA,Male,0,No,No,25,25-48 mo,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,58.42,1441.81,4,No,0,,N/A
0200-LVLQ,Male,1,Yes,Yes,72,49-72 mo,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.82,7237.47,6,Yes,1,,N/A
0201-TCGG,Male,0,Yes,Yes,14,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,268.74,1,Yes,1,,N/A
0202-PAWU,Female,1,No,No,56,49-72 mo,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,51.25,2873.65,4,No,0,,N/A
0203-NZEQ,Male,1,Yes,No,42,25-48 mo,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.57,2764.57,5,No,0,,N/A
0204-KLFN,Male,0,No,No,70,49-72 mo,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),45.33,3245.24,2,No,0,,N/A
0205-LHIO,Female,0,Yes,No,72,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49.27,3533.08,1,No,0,,N/A
0206-WWGQ,Male,0,No,No,0,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,77.2,0.0,1,No,0,,N/A
0207-RHOX,Female,0,No,No,2,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.99,201.99,2,No,0,,N/A
0208-QRSZ,Female,0,No,No,35,25-48 mo,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,93.44,3167.12,3,No,0,,N/A
0209-OIED,Female,0,Yes,Yes,15,13-24 mo,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,81.62,1165.04,6,Yes,1,,N/A
0210-COMY,Male,0,No,No,54,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),96.07,5125.06,1,No,0,,N/A
0211-GOZX,Male,0,Yes,No,0,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.59,0.0,2,Yes,1,,N/A
0212-ILAE,Male,1,No,No,52,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,118.75,6172.66,1,No,0,,N/A
0213-GZNM,Male,0,No,Yes,4,0-12 mo,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),18.25,51.81,5,No,0,,N/A
0214-KWGI,Male,0,Yes,No,10,0-12 mo,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.11,826.95,2,No,0,,N/A
0215-DYPE,Male,0,Yes,No,72,49-72 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,34.54,2537.95,4,No,0,,N/A
0216-XKYT,Male,1,No,No,1,0-12 mo,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,18.25,18.85,6,Yes,1,,N/A
0217-PPIL,Female,0,Yes,Yes,13,13-24 mo,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,115.11,1391.29,6,Yes,1,,N/A
0218-ESPO,Male,0,No,No,2,0-12 mo,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,53.85,192.65,3,No,0,,N/A
0219-MLSH,Female,0,Yes,Yes,61,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.74,1629.36,2,No,0,,N/A
0220-ASKR,Male,0,Yes,No,38,25-48 mo,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),52.89,2070.67,6,No,0,,N/A
0221-PJDN,Male,0,No,No,51,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,44.56,2272.52,2,No,0,,N/A
0222-FQXK,Male,1,No,No,23,13-24 mo,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,60.16,1358.15,4,Yes,1,,N/A
0223-MKUG,Female,0,Yes,No,14,13-24 mo,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.16,771.3,5,Yes,1,,N/A
0224-LRCD,Female,0,No,No,0,0-12 mo,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.22,0.0,3,No,0,,N/A
0225-IOSP,Female,1,No,No,10,0-12 mo,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),66.9,633.26,5,Yes,1,,N/A
0226-NZMA,Female,0,No,Yes,23,13-24 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.61,1395.32,4,No,0,,N/A
0227-GAYD,Male,0,Yes,No,34,25-48 mo,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,113.7,3753.21,4,No,0,,N/A
0228-ISDM,Female,1,Yes,No,8,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,108.37,869.68,1,Yes,1,,N/A
0229-BJEA,Male,0,No,Yes,4,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),65.18,278.94,1,No,0,,N/A
0230-TYLL,Male,0,No,No,7,0-12 mo,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.82,543.19,4,Yes,1,,N/A
0231-HAKI,Female,0,Yes,Yes,13,13-24 mo,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,33.55,386.72,4,No,0,,N/A
0232-WWUV,Female,0,No,Yes,5,0-12 mo,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,84.78,397.83,6,No,0,,N/A
0233-OCUV,Female,0,Yes,No,5,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,118.75,597.21,2,No,0,,N/A
0234-WYSM,Female,0,Yes,No,1,0-12 mo,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),30.66,46.24,5,Yes,1,,N/A
0235-RSAC,Female,0,No,No,62,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.67,2889.03,1,Yes,1,,N/A
0236-ZEEC,Female,1,No,No,7,0-12 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),72.37,472.27,4,Yes,1,,N/A
0237-ZTGB,Female,0,Yes,No,55,49-72 mo,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,70.54,3947.16,4,Yes,1,,N/A
0238-UXUN,Female,1,No,Yes,18,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.43,1187.03,1,No,0,,N/A
0239-XUDZ,Male,0,No,Yes,32,25-48 mo,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,44.42,1372.4,4,No,0,,N/A
0240-EOKD,Female,0,No,No,2,0-12 mo,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,22.94,28.25,5,Yes,1,,N/A
0241-AAYD,Female,0,No,No,28,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.3,1159.25,2,No,0,,N/A
0242-TOBB,Male,0,Yes,No,10,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,89.91,932.56,1,Yes,1,,N/A
0243-YEJX,Female,0,Yes,No,3,0-12 mo,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,118.75,353.56,3,No,0,,N/A
0244-JDDP,Male,1,Yes,Yes,72,49-72 mo,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),81.11,5787.25,2,No,0,,N/A
0245-ZDTJ,Male,0,No,No,29,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,54.88,1547.61,2,No,0,,N/A
0246-THSI,Female,0,No,No,8,0-12 mo,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),89.81,704.46,4,No,0,,N/A
0247-YUHC,Male,0,Yes,No,17,13-24 mo,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,24.3,391.44,4,No,0,,N/A
0248-PFXH,Male,0,Yes,Yes,14,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),64.05,872.07,2,Yes,1,,N/A
0249-IDQW,Male,0,Yes,No,38,25-48 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),47.12,1860.35,4,No,0,,N/A
0250-XPXL,Male,0,Yes,Yes,29,25-48 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.51,1792.63,0,Yes,1,,N/A
0251-LUBI,Female,0,No,No,0,0-12 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,48.06,0.0,5,No,0,,N/A
0252-XXNT,Male,0,No,Yes,7,0-12 mo,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,31.69,254.95,3,Yes,1,,N/A
0253-VYMD,Female,0,Yes,No,20,13-24 mo,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,116.01,2365.61,5,No,0,,N/A
0254-JAJN,Male,0,No,No,18,13-24 mo,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,46.33,807.75,5,Yes,1,,N/A
0255-EKIL,Male,0,No,No,23,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.2,1023.52,1,No,0,,N/A
0256-QENB,Male,1,No,No,40,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.27,2484.64,2,No,0,,N/A
0257-YNGU,Male,0,Yes,Yes,36,25-48 mo,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,71.21,2591.56,3,No,0,,N/A
0258-GXXF,Female,0,Yes,No,14,13-24 mo,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,113.43,1616.45,3,No,0,,N/A
0259-UBVU,Female,0,Yes,No,67,49-72 mo,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.11,4752.15,6,No,0,,N/A
0260-MOWL,Male,0,No,No,2,0-12 mo,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.61,269.99,5,No,0,,N/A
0261-CJWF,Male,1,No,No,28,25-48 mo,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,18.25,537.9,4,No,0,,N/A
0262-SFQX,Female,0,No,No,72,49-72 mo,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,74.14,5343.61,6,No,0,,N/A
0263-HQHD,Male,0,Yes,No,25,25-48 mo,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.21,1009.18,0,No,0,,N/A
0264-YSSQ,Male,0,Yes,No,19,13-24 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.76,851.41,1,No,0,,N/A
0265-TFNM,Male,0,Yes,No,4,0-12 mo,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),29.35,18.85,5,Yes,1,,N/A
0266-XLSN,Female,0,No,Yes,53,49-72 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.92,2890.53,2,No,0,,N/A
0267-ILRQ,Female,0,Yes,Yes,14,13-24 mo,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),76.49,967.65,3,No,0,,N/A
0268-OMFJ,Female,0,Yes,Yes,38,25-48 mo,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.96,2946.12,4,No,0,,N/A
0269-LIVH,Male,0,No,Yes,7,0-12 mo,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),70.96,537.13,5,Yes,1,,N/A
0270-CJRS,Male,0,No,No,1,0-12 mo,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.31,133.63,3,No,0,,N/A
0271-BUME,Female,1,No,Yes,11,0-12 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.25,356.76,2,No,0,,N/A
0272-LFDX,Female,0,Yes,Yes,10,0-12 mo,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.47,586.55,5,Yes,1,,N/A
0273-YAKH,Female,0,No,No,66,49-72 mo,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),68.22,4488.72,4,No,0,,N/A
0274-TIVW,Female,0,Yes,No,64,49-72 mo,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.25,1166.63,3,No,0,,N/A
0275-MOZN,Male,1,No,No,24,13-24 mo,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,57.28,1417.76,6,No,0,,N/A
0276-LSBC,Female,0,Yes,No,0,0-12 mo,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.84,0.0,5,No,0,,N/A
0277-LQJO,Male,1,Yes,Yes,8,0-12 mo,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.61,567.12,5,Yes,1,,N/A
0278-WRNF,Female,0,No,Yes,32,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),118.75,3771.32,1,No,0,,N/A
0279-MHFA,Male,0,No,No,3,0-12 mo,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.65,151.73,5,Yes,1,,N/A
0280-XBHQ,Female,0,No,No,38,25-48 mo,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.35,2489.98,6,No,0,,N/A
0281-MMXI,Female,0,Yes,No,0,0-12 mo,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),84.8,0.0,3,No,0,,N/A
0282-YFHT,Female,0,Yes,No,36,25-48 mo,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,58.93,2164.46,2,Yes,1,,N/A
0283-MZOO,Female,0,No,Yes,59,49-72 mo,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.91,4601.41,4,No,0,,N/A
0284-TZEI,Male,0,No,No,20,13-24 mo,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,104.22,2051.47,5,Yes,1,,N/A
0285-MBOF,Female,0,No,Yes,56,49-72 mo,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,56.23,3164.05,4,No,0,,N/A
0286-SJAD,Male,0,No,No,48,25-48 mo,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),110.71,5404.15,4,No,0,,N/A
0287-ONOM,Male,0,No,No,35,25-48 mo,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,70.8,2431.47,6,No,0,,N/A
0288-EWZP,Male,0,No,No,18,13-24 mo,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,88.91,1637.9,7,Yes,1,,N/A
0289-INEO,Male,0,Yes,No,10,0-12 mo,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),95.85,979.85,4,No,0,,N/A
0290-AVFJ,Female,0,Yes,No,63,49-72 mo,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),104.71,6560.56,3,No,0,,N/A
0291-XLTU,Male,0,Yes,No,33,25-48 mo,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.1,3282.42,3,Yes,1,,N/A
